date_monday,RSV_urg,couv_dose1,couv_complet,couv_rappel,MNP_score,FLU_positivity,tmean
2019-12-30,1763.3438461,,0.0,,84.93760536258527,34.9,5.259747023809524
2020-01-06,1283.5930147,,0.0,,84.93760536258527,40.0,7.097232142857142
2020-01-13,1122.6776909,,0.0,,84.93760536258527,53.1,7.32967261904762
2020-01-20,1192.589558,,0.0,,84.93760536258527,62.4,4.629538690476191
2020-01-27,1110.1390954,,0.0,,84.93760536258527,66.5,9.484479166666668
2020-02-03,1024.9819625,,0.0,,84.93760536258527,70.5,8.063229166666668
2020-02-10,890.41405156,,0.0,,84.93760536258527,71.1,9.393258928571427
2020-02-17,825.34214691,,0.0,,84.93760536258527,59.6,8.491934523809524
2020-02-24,742.0274825,,0.0,,84.93760536258527,57.1,8.376532738095237
2020-03-02,704.7122324,,0.0,,84.93760536258527,52.8,7.437202380952381
2020-03-09,708.73342478,,0.0,,84.93760536258527,47.8,9.94375
2020-03-16,821.48337596,,0.0,,84.93760536258527,18.9,11.085595238095236
2020-03-23,630.36401302,,0.0,,84.93760536258527,7.1,7.6352232142857135
2020-03-30,329.5202322,,0.0,,84.93760536258527,0.0,8.364985119047619
2020-04-06,160.11885111,,0.0,,84.93760536258527,4.2,14.726145833333334
2020-04-13,103.6695738,,0.0,,84.93760536258527,0.0,14.06001488095238
2020-04-20,85.850068987,,0.0,,84.93760536258527,0.0,15.21014880952381
2020-04-27,71.407752842,,0.0,,84.93760536258527,0.0,13.906205357142856
2020-05-04,54.666146037,,0.0,,84.93760536258527,0.0,16.66919642857143
2020-05-11,63.265580832,,0.0,,84.93760536258527,0.0,12.353541666666668
2020-05-18,45.227326827,,0.0,,84.93760536258527,0.0,17.383303571428574
2020-05-25,50.279968004,,0.0,,84.93760536258527,0.0,17.778422619047618
2020-06-01,35.211267606,,0.0,,84.93760536258527,0.0,16.958482142857143
2020-06-08,37.925264919,,0.0,,84.93760536258527,0.0,15.691666666666668
2020-06-15,31.746031746,,0.0,,84.93760536258527,0.0,17.16386904761905
2020-06-22,55.04587156,,0.0,,84.93760536258527,0.0,21.630892857142857
2020-06-29,97.061442565,,0.0,,84.93760536258527,0.0,19.555625
2020-07-06,178.02764113,,0.0,,84.93760536258527,0.0,19.755059523809525
2020-07-13,164.47117947,,0.0,,84.93760536258527,0.0,19.87058035714286
2020-07-20,149.18190568,,0.0,,84.93760536258527,0.0,21.78827380952381
2020-07-27,131.20824278,,0.0,,84.93760536258527,0.0,23.489017857142855
2020-08-03,107.32579885,,0.0,,84.93760536258527,0.0,22.9446875
2020-08-10,102.91595197,,0.0,,84.93760536258527,0.0,24.038318452380953
2020-08-17,127.78002426,,0.0,,84.93760536258527,0.0,22.33294642857143
2020-08-24,170.1754386,,0.0,,84.93760536258527,0.0,19.05607142857143
2020-08-31,230.35343035,,0.0,,84.93760536258527,0.0,17.942395833333332
2020-09-07,538.06249246,,0.0,,84.93760536258527,0.0,19.435401785714287
2020-09-14,468.66069728,,0.0,,84.93760536258527,0.0,22.31334821428571
2020-09-21,428.96068509,,0.0,,84.93760536258527,0.0,15.228794642857144
2020-09-28,424.83932894,,0.0,,84.93760536258527,0.0,13.369642857142855
2020-10-05,466.36561819,,0.0,,84.93760536258527,0.0,13.407306547619047
2020-10-12,410.79092581,,0.0,,84.93760536258527,0.0,9.89485119047619
2020-10-19,412.57085456,,0.0,,84.93760536258527,0.0,14.107529761904765
2020-10-26,320.68799228,,0.0,,84.93760536258527,0.0,12.735625
2020-11-02,274.39836604,,0.0,,84.93760536258527,0.0,11.56188988095238
2020-11-09,277.89690368,,0.0,,84.93760536258527,0.0,12.446473214285716
2020-11-16,337.15616108,,0.0,,85.71079724963498,0.0,8.84
2020-11-23,320.80974438,,0.0,,86.48398913668468,0.0,7.676681547619047
2020-11-30,354.36039206,,0.0,,78.58672379463046,3.6,4.944627976190476
2020-12-07,387.57181002,,0.0,,70.68945845257623,0.0,5.463541666666667
2020-12-14,408.25653134,,0.0,,62.792193110522,0.0,9.081383928571428
2020-12-21,465.72997646,,0.0,,64.1121152340853,0.0,7.2859375
2020-12-28,418.02235111,,0.0,,65.4320373576486,0.0,3.3651339285714283
2021-01-04,360.8984605,0.0001900640529621,0.0,0.0,66.7519594812119,0.0,1.2056696428571427
2021-01-11,419.98090996,0.0181404669169888,0.0001462346269558,0.0,68.0718816047752,2.1,4.0903125000000005
2021-01-18,558.99353961,0.1442049558729926,0.0012026466799503,0.0,69.3918037283385,0.0,5.893318452380953
2021-01-25,711.93654479,0.3555115340993163,0.0028202392341477,0.0,69.83269432199654,0.0,7.240803571428572
2021-02-01,763.39097427,0.5224340597509344,0.0220797901871122,0.0,70.2735849156546,0.0,9.141622023809523
2021-02-08,873.92900857,0.6400443849373556,0.0982508267573301,0.0,70.71447550931265,0.0,1.655669642857143
2021-02-15,982.82442748,0.7601288197787155,0.2382936256429334,0.0,71.15536610297069,0.0,9.77111607142857
2021-02-22,1055.3913092,0.8543600375883779,0.412165368230981,0.0,71.41810589738382,0.0,10.344657738095238
2021-03-01,904.50172229,0.9902111867887184,0.5527926960036038,0.0,71.68084569179696,0.0,7.997574404761905
2021-03-08,924.86240727,1.3052046694595727,0.6726440566076027,0.0,71.9435854862101,0.0,7.658214285714286
2021-03-15,1029.5996002,1.7211709091289935,0.7802035161312375,0.0,72.20632528062323,0.0,6.48858630952381
2021-03-22,1187.6171657,2.0634062233564197,0.8544616235477197,0.0,72.7743834679549,0.0,8.706755952380952
2021-03-29,1232.8174565,2.5901998773221737,0.9447649874697652,0.0,73.34244165528658,0.0,12.707752976190475
2021-04-05,1143.7371663,3.0866275218607906,1.1170035719130709,0.0,73.91049984261825,0.0,7.7759970238095235
2021-04-12,1045.153522,3.590927259006793,1.3335070092771772,0.0,74.47855802994991,0.0,6.841026785714285
2021-04-19,706.60095787,4.1610587940143535,1.6269552569098753,0.0,75.04661621728158,0.0,11.974806547619048
2021-04-26,488.80291645,4.666269937448806,1.9843289271832565,0.0,75.61467440461325,0.0,11.055252976190475
2021-05-03,432.74355148,5.249692438677193,2.368623286303032,0.0,76.5425106656334,5.9,12.68688988095238
2021-05-10,518.66700075,5.913201951360105,2.8307455981443876,0.0,77.47034692665355,0.0,12.645892857142856
2021-05-17,563.13569834,6.73697109770006,3.242655362993798,0.0,78.3981831876737,0.0,12.76590773809524
2021-05-24,562.63710203,7.6551688990771085,3.604672085078228,0.0,76.69079606460075,0.0,14.648541666666668
2021-05-31,553.23832696,8.427413482990556,4.040023629287379,0.0,74.9834089415278,0.0,18.013333333333332
2021-06-07,548.44816706,9.267372481979814,4.628595883261112,0.0,73.27602181845486,0.0,19.962083333333336
2021-06-14,503.92875851,10.018602699416826,5.288809177335863,0.0,71.56863469538192,0.0,22.10712797619048
2021-06-21,529.91000529,10.60749404799672,6.114296273326946,0.0,69.86124757230897,0.0,18.232559523809524
2021-06-28,598.75459045,11.042890240873485,7.098064124871925,0.0,71.35235682479833,0.0,18.794494047619047
2021-07-05,587.34230226,11.435343836784106,8.13888273310745,0.0,72.8434660772877,0.0,18.817395833333332
2021-07-12,643.57676307,11.843238498514692,9.110251362921469,0.0,74.33457532977707,0.0,18.932916666666667
2021-07-19,591.81987193,12.410668174700405,10.066197769472502,0.0,75.82568458226643,0.0,22.385372023809524
2021-07-26,504.68910934,13.178306982295949,11.005215777064985,0.0,76.10139293892573,0.0,19.28505952380953
2021-08-02,384.7574489,14.035656842131244,11.71659070953408,0.0,76.37710129558504,0.0,18.24174107142857
2021-08-09,293.16392032,14.735181035125663,12.285526561415354,0.0,76.65280965224433,0.0,22.03767857142857
2021-08-16,244.19859687,15.2432808244685,12.886219904594268,0.0,76.92851800890362,0.0,19.27559523809524
2021-08-23,217.73384902,15.608254599135543,13.593179944040031,0.0,77.20422636556293,0.0,18.214285714285715
2021-08-30,259.01220551,15.890739345954596,14.34425122860517,0.0,77.47993472222223,0.0,19.509285714285713
2021-09-06,278.88446215,16.128361603100103,14.949034635510005,0.0197244705652749,76.83773464771501,0.0,20.855744047619048
2021-09-13,464.74622771,16.29187034897287,15.340358497243754,0.0517715637711987,76.1955345732078,0.0,19.03071428571429
2021-09-20,540.3536501,16.42584789261664,15.63104876800448,0.0997250520301983,75.55333449870056,5.7,16.877916666666668
2021-09-27,718.20426077,16.515901797469173,15.86162472808306,0.1500678584377504,74.91113442419335,0.0,15.36909226190476
2021-10-04,906.43398704,16.600167760364045,16.034399096537733,0.2000907509975364,74.26893434968613,0.0,13.150833333333331
2021-10-11,1105.6010456,16.675468762346995,16.174517265651236,0.2618062694017303,74.26893434968613,0.0,11.361130952380952
2021-10-18,1288.8647867,16.74512928586165,16.285053849176872,0.3335132584521599,74.26893434968613,1.5,12.966369047619049
2021-10-25,1465.9053834,16.806043176352812,16.379106062695275,0.4164971082311426,74.26893434968613,0.0,12.865863095238096
2021-11-01,1574.2441368,16.85778893401337,16.453715215140612,0.5098079080946714,74.26893434968613,0.0,8.88188988095238
2021-11-08,1430.9667921,16.905283237351313,16.518370582053663,0.6027975652480226,74.26893434968613,1.9,8.463214285714285
2021-11-15,1558.9551046,16.948221328488614,16.578434509376944,0.7353737961219999,74.26893434968613,7.1,7.784315476190476
2021-11-22,1873.2991147,17.00057496342201,16.64039498102181,0.9294214114011076,74.26893434968613,4.3,5.116651785714286
2021-11-29,1944.6389862,17.055016025971558,16.694355558368503,1.203754294603778,74.26893434968613,11.5,5.1815178571428575
2021-12-06,1791.5719531,17.101442038253197,16.74370544394765,1.7087503871162368,74.26893434968613,14.5,5.554791666666667
2021-12-13,1682.1902343,17.15238043330947,16.797795871089146,2.37409254327534,74.26893434968613,25.3,5.593943452380953
2021-12-20,1441.0805445,17.20848168897681,16.85966950312361,3.145526077997267,74.26893434968613,20.3,5.626324404761905
2021-12-27,1288.6052743,17.261174080314948,16.900940027968645,3.5952049290608534,74.26893434968613,26.4,10.882767857142856
2022-01-03,934.8132648,17.31507526264509,16.93979501893369,3.984942739042298,74.26893434968613,17.2,6.3375297619047615
2022-01-10,789.42460132,17.41255723115369,17.01086914384225,4.643219345956693,74.26893434968613,12.6,2.8607886904761908
2022-01-17,703.41368995,17.50081904498961,17.07946014743819,5.179871753428253,74.26893434968613,18.4,3.6314136904761902
2022-01-24,602.65166734,17.560620405377655,17.134237918288463,5.5213914601114435,74.26893434968613,22.8,3.651145833333333
2022-01-31,591.35744481,17.60131664185577,17.196257375329076,5.77201672005271,74.26893434968613,34.6,6.781681547619048
2022-02-07,538.86842354,17.629924149172204,17.25421830944566,5.965872223174836,74.26893434968613,35.1,6.641547619047619
2022-02-14,529.28890155,17.650768523015063,17.30278909625598,6.153342147586559,74.26893434968613,29.1,9.1809375
2022-02-21,462.28230302,17.664703822760263,17.338095542197724,6.282904798206996,74.26893434968613,35.7,7.474330357142858
2022-02-28,436.56400113,17.674236927727048,17.364322743023287,6.34796937630304,74.26893434968613,51.7,7.185803571428572
2022-03-07,437.0386938,17.68145895211881,17.381069679965755,6.386437685229299,74.26893434968613,57.7,7.888050595238095
2022-03-14,458.01852563,17.686507118904814,17.39182877999831,6.405063143177984,74.26893434968613,67.4,10.172752976190475
2022-03-21,433.52018389,17.690640602435934,17.400144491936206,6.419957774845679,74.26893434968613,57.1,11.117306547619046
2022-03-28,431.90044329,17.69447014733064,17.40679181834024,6.433511717622545,74.26893434968613,55.4,7.759181547619048
2022-04-04,422.80026765,17.69834966596341,17.41230572398016,6.446451229193713,74.26893434968613,54.2,8.843809523809524
2022-04-11,420.25862069,17.702778895714875,17.416899621294753,6.459409173701052,74.26893434968613,53.3,13.787946428571429
2022-04-18,408.08650682,17.705919458417593,17.420895881856605,6.471390582212138,74.26893434968613,43.2,12.460848214285711
2022-04-25,371.13864439,17.708698325950557,17.42444074029267,6.482082914053671,74.26893434968613,29.2,13.051949404761904
2022-05-02,339.92001882,17.711932282196543,17.429017843154305,6.493549019593579,74.26893434968613,20.0,14.411830357142856
2022-05-09,382.31307883,17.71568440875933,17.433040319447603,6.50537682030324,74.26893434968613,14.3,17.856830357142858
2022-05-16,365.78776745,17.71900684309893,17.436767459141358,6.516040069067704,74.26893434968613,6.7,20.615729166666664
2022-05-23,356.31456884,17.722055241120795,17.440094808930606,6.525851306560268,74.26893434968613,14.3,16.250833333333333
2022-05-30,382.66407599,17.7243208537866,17.442794210027635,6.5332093250588885,74.26893434968613,3.7,18.434895833333332
2022-06-06,378.35347123,17.727128394775832,17.44612442716251,6.542565473838433,74.26893434968613,10.0,18.781607142857144
2022-06-13,326.42435166,17.72962626243739,17.449331758056246,6.550758299535193,74.26893434968613,0.0,23.43815476190476
2022-06-20,343.41103162,17.732115118441264,17.45232936309844,6.559411129394618,74.26893434968613,0.0,20.501428571428573
2022-06-27,369.29326501,17.734598649374693,17.455290921509896,6.568628826342479,74.26893434968613,25.0,18.737708333333337
2022-07-04,353.92622765,17.737596254416882,17.458581405426806,6.580871163305583,74.26893434968613,0.0,20.571517857142855
2022-07-11,332.48864034,17.740810548864285,17.462045568564523,6.594450912193088,74.26893434968613,0.0,23.795758928571427
2022-07-18,307.53434704,17.74316914545255,17.464446356095582,6.604853232505533,74.26893434968613,0.0,24.476354166666667
2022-07-25,233.65262167,17.74561294316801,17.467080627484805,6.614899592339477,74.26893434968613,0.0,22.051770833333332
2022-08-01,205.96504095,17.74776263314634,17.469440452935483,6.622718024621566,74.26893434968613,0.0,23.83669642857143
2022-08-08,211.95097038,17.749173776815425,17.47090361844665,6.627063691729057,74.26893434968613,0.0,24.353035714285713
2022-08-15,174.27441518,17.75031743809963,17.4723544953337,6.630472146437458,74.26893434968613,0.0,21.07313988095238
2022-08-22,170.03041194,17.751278818126142,17.473630873758335,6.633022035941099,74.26893434968613,0.0,22.45200892857143
2022-08-29,202.22864218,17.752524065369688,17.475112062584866,6.635925018577614,74.26893434968613,0.0,21.7996875
2022-09-05,274.2849697,17.753923739656262,17.476555156676646,6.63908155649168,74.26893434968613,0.0,20.08910714285714
2022-09-12,427.93283908,17.755233297366004,17.477670144504586,6.641968973537651,74.26893434968613,0.0,18.721592261904764
2022-09-19,588.49406129,17.756409728314512,17.478740483664907,6.6446233163462605,74.26893434968613,11.1,14.64875
2022-09-26,764.32552954,17.757583291917392,17.479905854851715,6.647193686890091,74.26893434968613,6.3,13.997127976190477
2022-10-03,963.55240373,17.75872326661436,17.481081876179417,6.649665338820207,74.26893434968613,2.5,15.164285714285713
2022-10-10,1263.0173565,17.75980466553639,17.4821694194135,6.652080463079399,74.26893434968613,6.9,16.074851190476192
2022-10-17,1611.267989,17.760906545498603,17.483252456818743,6.655002697893693,74.26893434968613,8.8,18.178392857142857
2022-10-24,2108.2956259,17.761978932762947,17.48431050735495,6.658125646901847,74.26893434968613,10.1,17.687247023809523
2022-10-31,2351.2667236,17.76306524713462,17.485252225582883,6.660993811770039,74.26893434968613,10.1,12.408511904761903
2022-11-07,2237.7411196,17.763906608265618,17.486041974492604,6.6631459594731925,74.26893434968613,2.7,12.22184523809524
2022-11-14,2563.2360114,17.76471683821553,17.486821073261428,6.665400512377295,74.26893434968613,9.9,10.441130952380952
2022-11-21,2861.5240182,17.765709349423133,17.487718962063354,6.667957775055405,74.26893434968613,18.0,8.543035714285715
2022-11-28,2769.4789675,17.766640417510168,17.488500108936194,6.670365935760932,74.26893434968613,24.7,5.759821428571429
2022-12-05,2438.3981861,17.76758131649649,17.489295182916365,6.6733389635548965,74.26893434968613,31.9,2.758720238095238
2022-12-12,1945.0690097,17.768713508398186,17.490149242292286,6.677288527345115,74.26893434968613,54.5,2.204985119047619
2022-12-19,1634.4188582,17.769889120105088,17.491026240433214,6.681900038354271,74.26893434968613,65.1,11.238928571428572
2022-12-26,1512.1160787,17.77087548700063,17.491723824662085,6.6848255501349945,74.26893434968613,46.0,10.47186011904762
2023-01-02,1313.6743493,17.771614033309877,17.492290330233736,6.686606991010711,74.26893434968613,39.4,9.681622023809524
2023-01-09,1068.4525647,,17.492290330233736,,74.26893434968613,33.8,8.389687499999999
2023-01-16,1006.6772295,,17.492290330233736,,74.26893434968613,33.1,2.4035714285714285
2023-01-23,971.85576077,,17.492290330233736,,74.26893434968613,45.6,2.2792261904761904
2023-01-30,844.75941047,,17.492290330233736,,74.26893434968613,51.2,6.2203422619047615
2023-02-06,784.09606943,,17.492290330233736,,74.26893434968613,45.1,3.852247023809524
2023-02-13,746.68297732,,17.492290330233736,,74.26893434968613,48.1,8.519360119047619
2023-02-20,649.33771537,,17.492290330233736,,74.26893434968613,46.0,7.342767857142857
2023-02-27,549.97355896,,17.492290330233736,,74.26893434968613,33.3,3.7811458333333334
2023-03-06,570.01889565,,17.492290330233736,,74.26893434968613,48.9,8.817232142857142
2023-03-13,560.1794169,,17.492290330233736,,74.26893434968613,39.2,10.922738095238095
2023-03-20,549.16530945,,17.492290330233736,,74.26893434968613,32.2,11.445714285714288
2023-03-27,542.7656655,,17.492290330233736,,74.26893434968613,23.5,11.056770833333331
2023-04-03,511.50121065,,17.492290330233736,,74.26893434968613,22.2,8.887410714285714
2023-04-10,524.26427597,,17.492290330233736,,74.26893434968613,18.0,10.380684523809524
2023-04-17,461.28167518,,17.492290330233736,,74.26893434968613,14.6,11.513005952380952
2023-04-24,454.6376077,,17.492290330233736,,74.26893434968613,12.8,13.740684523809524
2023-05-01,385.18206693,,17.492290330233736,,74.26893434968613,10.7,15.386205357142856
2023-05-08,335.93044264,,17.492290330233736,,74.26893434968613,5.3,14.106651785714286
2023-05-15,357.97795346,,17.492290330233736,,74.26893434968613,0.0,13.694642857142858
2023-05-22,398.96895663,,17.492290330233736,,74.26893434968613,0.0,17.184375
2023-05-29,353.34721157,,17.492290330233736,,74.26893434968613,0.0,18.595892857142857
2023-06-05,366.86986186,,17.492290330233736,,74.26893434968613,0.0,20.49092261904762
2023-06-12,335.3046195,,17.492290330233736,,74.26893434968613,0.0,21.12581845238095
2023-06-19,304.07311294,,17.492290330233736,,74.26893434968613,0.0,21.931145833333332
2023-06-26,270.25489304,,17.492290330233736,,74.26893434968613,0.0,20.223110119047615
2023-07-03,287.14622642,,17.492290330233736,,74.26893434968613,0.0,21.442276785714284
2023-07-10,243.05942691,,17.492290330233736,,74.26893434968613,0.0,22.20200892857143
2023-07-17,235.8490566,,17.492290330233736,,74.26893434968613,0.0,21.12811011904762
2023-07-24,208.49470695,,17.492290330233736,,74.26893434968613,0.0,20.369107142857143
2023-07-31,204.72759108,,17.492290330233736,,74.26893434968613,0.0,19.097380952380952
2023-08-07,224.71910112,,17.492290330233736,,74.26893434968613,0.0,20.78684523809524
2023-08-14,191.9263003,,17.492290330233736,,74.26893434968613,0.0,23.802455357142858
2023-08-21,199.27880053,,17.492290330233736,,74.26893434968613,0.0,23.46217261904762
2023-08-28,235.24899316,,17.492290330233736,,74.26893434968613,0.0,18.949285714285715
2023-09-04,276.62037037,,17.492290330233736,,74.26893434968613,0.0,24.246875
2023-09-11,432.77582014,,17.492290330233736,,74.26893434968613,0.0,21.07925595238095
2023-09-18,589.42017169,,17.492290330233736,,74.26893434968613,0.0,17.44861607142857
2023-09-25,691.14974134,,17.492290330233736,,74.26893434968613,1.0,18.82424107142857
2023-10-02,788.92444692,,17.492290330233736,,74.26893434968613,0.8,17.39342261904762
2023-10-09,875.26297335,,17.492290330233736,,74.26893434968613,0.7,17.753005952380953
2023-10-16,1060.0383409,,17.492290330233736,,74.26893434968613,0.0,14.755892857142856
2023-10-23,1317.4294447,,17.492290330233736,,74.26893434968613,0.9,13.646636904761904
2023-10-30,1600.8929283,,17.492290330233736,,74.26893434968613,2.0,11.556086309523808
2023-11-06,1582.3318107,,17.492290330233736,,74.26893434968613,1.3,10.070416666666668
2023-11-13,1868.9030268,,17.492290330233736,,74.26893434968613,1.2,11.99205357142857
2023-11-20,2335.2075987,,17.492290330233736,,74.26893434968613,3.3,7.7421875
2023-11-27,2398.3216955,,17.492290330233736,,74.26893434968613,4.8,4.619508928571428
2023-12-04,2273.1583939,,17.492290330233736,,74.26893434968613,7.3,7.149732142857143
2023-12-11,2014.969277,,17.492290330233736,,74.26893434968613,10.0,8.323080357142857
2023-12-18,1754.7658774,,17.492290330233736,,74.26893434968613,17.3,7.9740327380952385
2023-12-25,1482.2841756,,17.492290330233736,,74.26893434968613,19.4,8.770446428571429
2024-01-01,1239.9154069,,17.492290330233736,,74.26893434968613,34.5,7.795550595238095
2024-01-08,875.01268134,,17.492290330233736,,74.26893434968613,31.1,0.6571354166666666
2024-01-15,767.44406523,,17.492290330233736,,74.26893434968613,43.6,3.521875
2024-01-22,784.09624163,,17.492290330233736,,74.26893434968613,58.7,9.185818452380952
2024-01-29,769.8797722,,17.492290330233736,,74.26893434968613,52.3,8.632946428571428
2024-02-05,710.97109285,,17.492290330233736,,74.26893434968613,49.0,9.532455357142856
2024-02-12,751.58956369,,17.492290330233736,,74.26893434968613,47.7,10.03922619047619
2024-02-19,736.25306387,,17.492290330233736,,74.26893434968613,33.6,8.581875
2024-02-26,716.28670788,,17.492290330233736,,74.26893434968613,27.0,7.933258928571429
2024-03-04,677.78054242,,17.492290330233736,,74.26893434968613,13.0,7.9090625
2024-03-11,657.01060176,,17.492290330233736,,74.26893434968613,18.8,11.349151785714286
2024-03-18,686.92919572,,17.492290330233736,,74.26893434968613,11.9,12.358779761904762
2024-03-25,630.7062133,,17.492290330233736,,74.26893434968613,11.9,9.994747023809524
2024-04-01,624.94009393,,17.492290330233736,,74.26893434968613,0.0,14.097380952380952
2024-04-08,567.65773722,,17.492290330233736,,74.26893434968613,0.0,14.143497023809523
2024-04-15,529.12142152,,17.492290330233736,,74.26893434968613,0.0,9.581383928571428
2024-04-22,493.87093506,,17.492290330233736,,74.26893434968613,0.0,9.389791666666666
2024-04-29,484.97161015,,17.492290330233736,,74.26893434968613,0.0,12.847410714285717
2024-05-06,401.70545025,,17.492290330233736,,74.26893434968613,0.0,15.467574404761905
2024-05-13,385.2432256,,17.492290330233736,,74.26893434968613,50.0,15.101443452380954
2024-05-20,360.2768845,,17.492290330233736,,74.26893434968613,0.0,15.601369047619048
2024-05-27,387.51998236,,17.492290330233736,,74.26893434968613,0.0,15.412738095238096
2024-06-03,390.16736402,,17.492290330233736,,74.26893434968613,0.0,17.533958333333334
2024-06-10,363.58096786,,17.492290330233736,,74.26893434968613,0.0,15.674583333333333
2024-06-17,311.37845625,,17.492290330233736,,74.26893434968613,16.7,19.074032738095237
2024-06-24,292.09706914,,17.492290330233736,,74.26893434968613,0.0,21.305357142857144
2024-07-01,292.42494945,,17.492290330233736,,74.26893434968613,0.0,18.258333333333333
2024-07-08,253.01141444,,17.492290330233736,,74.26893434968613,0.0,20.224136904761902
2024-07-15,213.78685291,,17.492290330233736,,74.26893434968613,0.0,22.042857142857144
2024-07-22,204.97643319,,17.492290330233736,,74.26893434968613,0.0,21.39032738095238
2024-07-29,168.27886211,,17.492290330233736,,74.26893434968613,0.0,24.151041666666668
2024-08-05,125.47926107,,17.492290330233736,,74.26893434968613,0.0,22.994985119047616
2024-08-12,144.78654,,17.492290330233736,,74.26893434968613,0.0,22.28465773809524
2024-08-19,129.41762071,,17.492290330233736,,74.26893434968613,0.0,19.84297619047619
2024-08-26,154.69405649,,17.492290330233736,,74.26893434968613,0.0,21.59642857142857
2024-09-02,197.61644169,,17.492290330233736,,74.26893434968613,0.0,19.08735119047619
2024-09-09,353.86978863,,17.492290330233736,,74.26893434968613,0.0,14.286919642857145
2024-09-16,479.75532935,,17.492290330233736,,74.26893434968613,0.0,17.08888392857143
2024-09-23,510.79032492,,17.492290330233736,,74.26893434968613,0.0,14.923541666666669
2024-09-30,510.68999028,,17.492290330233736,,74.26893434968613,2.4,13.631979166666667
2024-10-07,577.03240478,,17.492290330233736,,74.26893434968613,0.0,15.004627976190475
2024-10-14,635.86438524,,17.492290330233736,,74.26893434968613,2.6,16.253690476190474
2024-10-21,697.6546567,,17.492290330233736,,74.26893434968613,1.1,14.87486607142857
2024-10-28,808.66738895,,17.492290330233736,,74.26893434968613,2.4,13.064136904761904
2024-11-04,874.29317094,,17.492290330233736,,74.26893434968613,2.3,11.92126488095238
2024-11-11,1110.4535655,,17.492290330233736,,74.26893434968613,6.3,8.105744047619048
2024-11-18,1391.7713086,,17.492290330233736,,74.26893434968613,6.4,7.748363095238095
2024-11-25,1538.8987836,,17.492290330233736,,74.26893434968613,15.8,9.116369047619049
2024-12-02,1544.0289505,,17.492290330233736,,74.26893434968613,24.2,7.621279761904762
2024-12-09,1563.2691472,,17.492290330233736,,74.26893434968613,22.4,4.659211309523809
2024-12-16,1416.5880256,,17.492290330233736,,74.26893434968613,39.2,7.392306547619048
2024-12-23,1212.9194105,,17.492290330233736,,74.26893434968613,53.5,4.93110119047619
2024-12-30,1176.1351486,,17.492290330233736,,74.26893434968613,43.4,4.8074553571428575
2025-01-06,846.61354582,,17.492290330233736,,74.26893434968613,52.0,6.374494047619048
2025-01-13,725.68093385,,17.492290330233736,,74.26893434968613,51.3,1.5365327380952378
2025-01-20,689.93716106,,17.492290330233736,,74.26893434968613,57.8,6.738824404761904
2025-01-27,667.45759733,,17.492290330233736,,74.26893434968613,60.4,6.649672619047618
2025-02-03,618.00598665,,17.492290330233736,,74.26893434968613,50.7,4.535520833333333
2025-02-10,647.9291313,,17.492290330233736,,74.26893434968613,55.8,6.125267857142858
2025-02-17,605.94637893,,17.492290330233736,,74.26893434968613,49.6,9.033229166666668
2025-02-24,580.09909166,,17.492290330233736,,74.26893434968613,39.0,7.442976190476191
2025-03-03,524.53283794,,17.492290330233736,,74.26893434968613,37.3,10.0471875
2025-03-10,541.10693176,,17.492290330233736,,74.26893434968613,21.4,6.789583333333333
2025-03-17,568.84828982,,17.492290330233736,,74.26893434968613,29.2,10.503184523809525
2025-03-24,562.15193864,,17.492290330233736,,74.26893434968613,3.7,10.148630952380952
2025-03-31,525.93770845,,17.492290330233736,,74.26893434968613,10.0,12.777261904761906
2025-04-07,533.44665533,,17.492290330233736,,74.26893434968613,3.7,12.69860119047619
2025-04-14,503.04725747,,17.492290330233736,,74.26893434968613,12.5,11.811875
2025-04-21,469.99784157,,17.492290330233736,,74.26893434968613,0.0,12.689806547619048
2025-04-28,373.62757415,,17.492290330233736,,74.26893434968613,0.0,17.116949404761904
2025-05-05,379.19578417,,17.492290330233736,,74.26893434968613,0.0,13.112127976190475
2025-05-12,378.94365783,,17.492290330233736,,74.26893434968613,0.0,15.037127976190476
2025-05-19,377.6906912,,17.492290330233736,,74.26893434968613,20.0,15.30127976190476
2025-05-26,387.00178778,,17.492290330233736,,74.26893434968613,0.0,18.597395833333337
2025-06-02,381.53165607,,17.492290330233736,,74.26893434968613,0.0,17.78748511904762
2025-06-09,325.78893608,,17.492290330233736,,74.26893434968613,0.0,21.0975
2025-06-16,308.11008408,,17.492290330233736,,74.26893434968613,0.0,22.75175595238095
2025-06-23,260.0521126,,17.492290330233736,,74.26893434968613,0.0,23.78748511904762
2025-06-30,217.25208138,,17.492290330233736,,74.26893434968613,0.0,27.280729166666664
2025-07-07,231.66226913,,17.492290330233736,,74.26893434968613,0.0,27.280729166666664
2025-07-14,222.10242588,,17.492290330233736,,74.26893434968613,0.0,27.280729166666664
2025-07-21,174.17848806,,17.492290330233736,,74.26893434968613,0.0,27.280729166666664
2025-07-28,177.68487066,,17.492290330233736,,74.26893434968613,,27.280729166666664
2025-08-04,143.00168634,,17.492290330233736,,74.26893434968613,,27.280729166666664
