date_monday,series,trend,seasonal,resid
2019-12-30,1763.3438461,498.6623062574035,536.5216475438173,728.1598922987791
2020-01-06,1283.5930147,501.99108362641704,-129.61479547646007,911.216726550043
2020-01-13,1122.6776909,505.3177022874106,-56.86723449922605,674.2272231118154
2020-01-20,1192.589558,508.6420549614963,-156.58783168950387,840.5353347280075
2020-01-27,1110.1390954,511.96402852178164,39.63535652181117,558.5397103564072
2020-02-03,1024.9819625,515.2835036846384,99.12710416606267,410.571354649299
2020-02-10,890.41405156,518.600354691249,344.2485055749841,27.565191293766816
2020-02-17,825.34214691,521.9144346002138,327.1901371421624,-23.76242483237621
2020-02-24,742.0274825,525.225544888479,215.35892618259226,1.4430114289287985
2020-03-02,704.7122324,528.5335156115608,203.27780787232794,-27.099091083888766
2020-03-09,708.73342478,531.8381931479529,191.54183790731028,-14.646606275263252
2020-03-16,821.48337596,535.1394752029844,284.7764151845136,1.567485572501937
2020-03-23,630.36401302,538.4372923018956,88.21285294952814,3.7138677685762786
2020-03-30,329.5202322,541.7315695264643,-216.74432873523193,4.532991408767543
2020-04-06,160.11885111,545.0222142552183,-396.4338968050438,11.53053365982555
2020-04-13,103.6695738,548.3091106739058,-452.51777781443695,7.8782409405311
2020-04-20,85.850068987,551.5921090953539,-469.0528853505634,3.3108452422095525
2020-04-27,71.407752842,554.8710308933645,-490.127184036328,6.663905984963549
2020-05-04,54.666146037,558.1456758298502,-508.75809236456615,5.278562571715952
2020-05-11,63.265580832,561.4158186073556,-491.6247509259872,-6.525486849368463
2020-05-18,45.227326827,564.6812133498923,-513.9031464641165,-5.550740058775887
2020-05-25,50.279968004,567.9416108129051,-514.9788421020885,-2.682800706816579
2020-06-01,35.211267606,571.1967596555021,-527.1752451213448,-8.810246928157312
2020-06-08,37.925264919,574.4464032859368,-528.7170261755798,-7.804112191356921
2020-06-15,31.746031746,577.6902867564124,-543.3647703043222,-2.579484706090284
2020-06-22,55.04587156,580.9281555573114,-518.203863571972,-7.678420425339368
2020-06-29,97.061442565,584.1597491686791,-477.97637201585655,-9.12193458782258
2020-07-06,178.02764113,587.3848070214332,-406.5618483281719,-2.7953175632612783
2020-07-13,164.47117947,590.6030709459039,-422.0361437274571,-4.095747748446797
2020-07-20,149.18190568,593.814277064889,-440.94622142048235,-3.6861499644066953
2020-07-27,131.20824278,597.018155124989,-472.1016869191626,6.291774574173587
2020-08-03,107.32579885,600.2144236871084,-500.0230668283286,7.134441991220228
2020-08-10,102.91595197,603.4027687283267,-483.71841471674514,-16.768402041581567
2020-08-17,127.78002426,606.5828424418036,-477.9250995136745,-0.8777186681289777
2020-08-24,170.1754386,609.7543002604648,-461.48566990436797,21.906808243903242
2020-08-31,230.35343035,612.9167690978304,-409.23665657329053,26.673317825460117
2020-09-07,538.06249246,616.0697719792616,-82.4992306462461,4.491951126984532
2020-09-14,468.66069728,619.2126861862795,-185.17346226223876,34.621473355959324
2020-09-21,428.96068509,622.344741309154,-195.80954175051303,2.4254855313590724
2020-09-28,424.83932894,625.4649352623532,-202.4011228303444,1.7755165079912558
2020-10-05,466.36561819,628.5720534683958,-164.82712485110952,2.620689572713786
2020-10-12,410.79092581,631.6646536552747,-223.52476598442288,2.6510381391481133
2020-10-19,412.57085456,634.7410212684202,1482.5220453428474,-1704.6922120512677
2020-10-26,320.68799228,637.7991246575018,967.4770560125272,-1284.588188390029
2020-11-02,274.39836604,640.8365828999787,816.8368048909241,-1183.2750217509029
2020-11-09,277.89690368,643.8506354143838,609.4556341496373,-975.4093658840211
2020-11-16,337.15616108,646.8381309096221,656.4780113972622,-966.1599812268844
2020-11-23,320.80974438,649.795565272735,893.2512025642213,-1222.2370234569562
2020-11-30,354.36039206,652.7192152081493,967.2084545492762,-1265.5672776974257
2020-12-07,387.57181002,655.605440673546,798.7969119482628,-1066.830542601809
2020-12-14,408.25653134,658.4512471439563,1529.4459704293308,-1779.640686233287
2020-12-21,465.72997646,660.51941648649,1054.6617604259304,-1249.4512004524204
2020-12-28,418.02235111,662.5044402394193,535.9580049360711,-780.4400940654905
2021-01-04,360.8984605,664.4252807051578,25.705957546456183,-329.232777751614
2021-01-11,419.98090996,666.3068356422407,-10.881758548421356,-235.4441671338193
2021-01-18,558.99353961,668.1738233970087,-106.83032983142073,-2.3499539555880347
2021-01-25,711.93654479,670.0435696587501,38.92824965140897,2.964725479840922
2021-02-01,763.39097427,671.9267479391917,92.41058561354187,-0.9463592827336242
2021-02-08,873.92900857,673.8298789238085,237.88451370220466,-37.785384056013186
2021-02-15,982.82442748,675.758283643746,240.0457407025386,67.02040313371538
2021-02-22,1055.3913092,677.7182393417341,159.12373313889813,218.54933671936772
2021-03-01,904.50172229,679.7147553676474,160.51364848385444,64.27331843849811
2021-03-08,924.86240727,681.7504503478325,135.14320352719002,107.9687533949774
2021-03-15,1029.5996002,683.8251452683862,191.706572477594,154.0678824540197
2021-03-22,1187.6171657,685.9362691535113,-1.885084573480873,503.5659811199697
2021-03-29,1232.8174565,688.0795568501264,-208.10779004056258,752.8456896904361
2021-04-05,1143.7371663,690.2497661117575,-350.65965524073346,804.1470554289758
2021-04-12,1045.153522,692.4411035549871,-384.8233420118593,737.5357604568723
2021-04-19,706.60095787,694.647432772669,-408.46976366826055,420.42328876559156
2021-04-26,488.80291645,696.8620544318253,-430.8927174044079,222.8335794225826
2021-05-03,432.74355148,699.0764926003803,-460.45646826818336,194.1235271478031
2021-05-10,518.66700075,701.2816771075206,-452.02269213410375,269.40801577658317
2021-05-17,563.13569834,703.4693979862175,-466.22704928705735,325.8933496408399
2021-05-24,562.63710203,705.6326296565562,-462.91988376405254,319.9243561374965
2021-05-31,553.23832696,707.765859646844,-473.0171648577552,318.48963217091125
2021-06-07,548.44816706,709.8656717211012,-471.9849980325161,310.5674933714148
2021-06-14,503.92875851,711.9298457948421,-495.8621105395894,287.86102325474735
2021-06-21,529.91000529,713.9560008977969,-484.91618650869543,300.8701909008985
2021-06-28,598.75459045,715.9411443778358,-463.1609124461792,345.9743585183435
2021-07-05,587.34230226,717.8812272566885,-416.3603953425501,285.8214703458616
2021-07-12,643.57676307,719.7707909575463,-437.94858135764997,361.7545534701037
2021-07-19,591.81987193,721.6036671084563,-457.4123060437519,327.62851086529565
2021-07-26,504.68910934,723.3746905921133,-494.9537421810324,276.2681609289191
2021-08-02,384.7574489,725.080398184998,-519.4298284318348,179.10687914683683
2021-08-09,293.16392032,726.7177786225188,-502.165278936264,68.61142063374518
2021-08-16,244.19859687,728.2853216707691,-510.5720585374494,26.485333736680218
2021-08-23,217.73384902,729.7853184619463,-504.3907016838016,-7.660767758144743
2021-08-30,259.01220551,731.2243056383894,-459.51964816284743,-12.692451965541977
2021-09-06,278.88446215,732.61100226208,-206.8309732867304,-246.8955668253496
2021-09-13,464.74622771,733.9570772990007,-242.8820636304732,-26.328785958527533
2021-09-20,540.3536501,735.2733998255086,-188.84081165840954,-6.078938067099102
2021-09-27,718.20426077,736.567763598548,-198.99469479857567,180.63119197002766
2021-10-04,906.43398704,737.8431353663458,-175.69889475568212,344.28974642933633
2021-10-11,1105.6010456,739.0969031776251,-202.90707489808028,569.4112173204551
2021-10-18,1288.8647867,740.3242794171676,1091.5644513491015,-543.0239440662692
2021-10-25,1465.9053834,741.5192926280298,720.9560735397525,3.4300172322175513
2021-11-01,1574.2441368,742.6748602559175,828.1352119017167,3.4340646423657972
2021-11-08,1430.9667921,743.783029437151,683.7465738289291,3.437188833920004
2021-11-15,1558.9551046,744.8354792945948,810.6803545951925,3.439270710212554
2021-11-22,1873.2991147,745.8242702625461,1124.0346524395661,3.440191997887837
2021-11-29,1944.6389862,746.7427808115849,1194.4563615784198,3.439843809995409
2021-12-06,1791.5719531,747.5867195805736,1040.5470983582923,3.4381351611341415
2021-12-13,1682.1902343,748.3550523865542,1360.4299008659102,-426.5947189524645
2021-12-20,1441.0805445,749.0506756422922,967.900217315752,-275.8703484580441
2021-12-27,1288.6052743,749.6807087643657,535.5002249173002,3.4243406183340994
2022-01-03,934.8132648,750.2562975142062,181.1401290639729,3.4168382218208535
2022-01-10,789.42460132,750.7909552386442,35.225700874711606,3.4079452066441718
2022-01-17,703.41368995,751.2958890185454,-60.51456253755501,12.632363469009647
2022-01-24,602.65166734,751.778721737229,38.36337931004099,-187.49043370726997
2022-01-31,591.35744481,752.2428635390655,82.83297018984197,-243.71838891890752
2022-02-07,538.86842354,752.687450338333,130.9521401078649,-344.7711669061979
2022-02-14,529.28890155,753.1113439358245,157.01254441128802,-380.8349867971125
2022-02-21,462.28230302,753.5138783779477,103.08471789800116,-394.31629325594884
2022-02-28,436.56400113,753.8950724597947,113.1294735747193,-430.460544904514
2022-03-07,437.0386938,754.2550217985569,79.87026302931483,-397.0865910278717
2022-03-14,458.01852563,754.5930736186923,98.8861345781098,-395.4606825668021
2022-03-21,433.52018389,754.9084213805857,-90.81243389933344,-230.57580359125222
2022-03-28,431.90044329,755.2004160418123,-199.4838363225,-123.81613642931234
2022-04-04,422.80026765,755.4686311390177,-303.6376726364553,-29.030690852562316
2022-04-11,420.25862069,755.7127025414638,-316.981544935644,-18.472536915819774
2022-04-18,408.08650682,755.9316161917394,-347.4378004575903,-0.4073089141490982
2022-04-25,371.13864439,756.123711230655,-371.4440954458008,-13.540971394854182
2022-05-02,339.92001882,756.2875459418507,-411.1429470794504,-5.224580042400362
2022-05-09,382.31307883,756.4226429578384,-411.52523301686637,37.415668889027984
2022-05-16,365.78776745,756.5291041314783,-417.9266085700456,27.185271888567286
2022-05-23,356.31456884,756.607889138064,-411.0752394797872,10.781919181723083
2022-05-30,382.66407599,756.6601546689649,-417.88117191102833,43.88509323206347
2022-06-06,378.35347123,756.6863672158853,-414.4356542932084,36.10275830732314
2022-06-13,326.42435166,756.6871466898398,-447.7001601429001,17.43736511306031
2022-06-20,343.41103162,756.6643833533074,-450.7149777091524,37.46162597584498
2022-06-27,369.29326501,756.6197677256547,-446.93925544599665,59.61275273034198
2022-07-04,353.92622765,756.5546025727322,-425.12284812714165,22.494473204409474
2022-07-11,332.48864034,756.4698730719385,-452.72714847452494,28.745915742586476
2022-07-18,307.53434704,756.3656334736859,-472.9471383483682,24.115851914682253
2022-07-25,233.65262167,756.2405150032479,-516.7683494804558,-5.819543852792094
2022-08-01,205.96504095,756.0924716190619,-538.0493668716703,-12.078063797391678
2022-08-08,211.95097038,755.9195406082491,-518.5921659294327,-25.37640429881651
2022-08-15,174.27441518,755.7204102369154,-539.5619651329948,-41.88402992392059
2022-08-22,170.03041194,755.4945717474089,-543.5849658732278,-41.8791939341811
2022-08-29,202.22864218,755.2427248466882,-505.90876434393306,-47.105318322755124
2022-09-05,274.2849697,754.9673988974835,-330.28898897635486,-150.39344022112869
2022-09-12,427.93283908,754.6712114652711,-297.17449484990766,-29.563877535363417
2022-09-19,588.49406129,754.3564406946751,-184.07495946144806,18.212580056772936
2022-09-26,764.32552954,754.0253872203173,-195.58946768890408,205.88961000858683
2022-10-03,963.55240373,753.6794651803461,-185.433181187176,395.30611973682994
2022-10-10,1263.0173565,753.3209952388664,-181.12124853804173,690.8176097991753
2022-10-17,1611.267989,752.9536419461084,701.8044708343858,156.5098762195057
2022-10-24,2108.2956259,752.5806212342975,475.6609081981546,880.0540964675477
2022-10-31,2351.2667236,752.2042074582089,840.6862636113708,758.3762525304205
2022-11-07,2237.7411196,751.8260286362352,759.3155098920199,726.5995810717448
2022-11-14,2563.2360114,751.4474759833365,966.184475346264,845.6040600703993
2022-11-21,2861.5240182,751.0694243080067,1356.1420043864182,754.3125895055749
2022-11-28,2769.4789675,750.6924897102409,1423.0485631990796,595.7379145906797
2022-12-05,2438.3981861,750.3170759118486,1283.660175953534,404.42093423461756
2022-12-12,1945.0690097,749.9438604456583,1192.7934697988749,2.3316794554667695
2022-12-19,1634.4188582,749.573756947154,882.5331661589186,2.3119350939273318
2022-12-26,1512.1160787,749.2072372061295,526.6955249882044,236.21331650566594
2023-01-02,1313.6743493,748.8439712434449,286.61846116525214,278.21191689130296
2023-01-09,1068.4525647,748.4826087969949,79.4204275047829,240.54952839822226
2023-01-16,1006.6772295,748.1213005421199,-22.72977311548816,281.28570207336827
2023-01-23,971.85576077,747.7582665832641,32.26697203551545,191.8305221512204
2023-01-30,844.75941047,747.3923242253923,62.39907273851883,34.96801350608894
2023-02-06,784.09606943,747.0232107477515,41.60277649822796,-4.529917815979502
2023-02-13,746.68297732,746.6515643831359,75.28428178192968,-75.25286884506556
2023-02-20,649.33771537,746.2792028539147,78.13176453830421,-175.07325202221898
2023-02-27,549.97355896,745.9092718400074,55.65560065020888,-251.59131353021627
2023-03-06,570.01889565,745.5463200089072,37.567668523118776,-213.09509288202594
2023-03-13,560.1794169,745.1966374909483,-15.414004936524718,-169.6032156544236
2023-03-20,549.16530945,744.8682002370676,-187.78353820426895,-7.919352582798638
2023-03-27,542.7656655,744.5699631754106,-193.72612124256534,-8.07817643284534
2023-04-03,511.50121065,744.310274793895,-245.76433176119977,12.955267617304798
2023-04-10,524.26427597,744.0962677204653,-248.7735081271384,28.941516376673007
2023-04-17,461.28167518,743.9336915777282,-284.7789060801428,2.1268896824145713
2023-04-24,454.6376077,743.8254953696274,-310.759317501713,21.571429832085528
2023-05-01,385.18206693,743.7714773097872,-360.21765858097433,1.628248201187148
2023-05-08,335.93044264,743.7693572445493,-373.00723340373867,-34.83168120081052
2023-05-15,357.97795346,743.8148524256701,-375.9092313235831,-9.927667642087044
2023-05-22,398.96895663,743.90153648623,-371.123676716861,26.191096860630978
2023-05-29,353.34721157,744.0220417163981,-370.6488465475229,-20.0259835988752
2023-06-05,366.86986186,744.1684653586702,-366.5851964777702,-10.713407020900036
2023-06-12,335.3046195,744.332633848869,-405.30153224106465,-3.7264821078043724
2023-06-19,304.07311294,744.507010137509,-423.42688028313574,-17.007016914373253
2023-06-26,270.25489304,744.6853189965746,-434.1817717160006,-40.248654240573956
2023-07-03,287.14622642,744.8626375354331,-434.13124860236303,-23.585162513070145
2023-07-10,243.05942691,745.0358575355847,-463.7225930578587,-38.253837567725895
2023-07-17,235.8490566,745.2033922468652,-485.8929198002131,-23.461415846652017
2023-07-24,208.49470695,745.3643310599389,-526.9564488786432,-9.913175231295668
2023-07-31,204.72759108,745.5181180342418,-546.1638442180184,5.373317263776698
2023-08-07,224.71910112,745.6638234250498,-541.0124231901254,20.067700885075624
2023-08-14,191.9263003,745.7995182526523,-562.3105232777198,8.437305325067427
2023-08-21,199.27880053,745.9224194848648,-568.7145625247027,22.070943569837937
2023-08-28,235.24899316,746.0288810522674,-536.378777638641,25.59888974637363
2023-09-04,276.62037037,746.1149004395297,-438.6273388739164,-30.86719119561326
2023-09-11,432.77582014,746.1769169138796,-332.1535347159725,18.75243794209291
2023-09-18,589.42017169,746.2128787505931,-195.3684182865581,38.57571122596505
2023-09-25,691.14974134,746.2215595231439,-197.883053110064,142.81123492692006
2023-10-02,788.92444692,746.2024758666743,-194.5961665280405,237.31813758136627
2023-10-09,875.26297335,746.1555161806324,-158.7987683017892,287.906225471157
2023-10-16,1060.0383409,746.0805747002182,312.54652369296696,1.411242506814915
2023-10-23,1317.4294447,745.9778122786464,230.8331743453562,340.6184580759974
2023-10-30,1600.8929283,745.8477326925315,853.670194384963,1.3750012225054888
2023-11-06,1582.3318107,745.691135492648,835.2828898841018,1.3577853232502548
2023-11-13,1868.9030268,745.5090555511808,1122.0528207189964,1.3411505298226984
2023-11-20,2335.2075987,745.3028496020498,1588.5796980951047,1.3250510028452709
2023-11-27,2398.3216955,745.0745746288858,1651.9376933561177,1.3094275149962868
2023-12-04,2273.1583939,744.8268081203532,1527.0373747080675,1.2942110715794115
2023-12-11,2014.969277,744.5623629403264,1025.3890882792866,245.01782578038694
2023-12-18,1754.7658774,744.2839001886775,797.3669434168959,213.1150337944265
2023-12-25,1482.2841756,743.9936403958066,518.0613744485012,220.2291607556923
2024-01-01,1239.9154069,743.693150648285,382.8588938311791,113.36336242053596
2024-01-08,875.01268134,743.3830187823386,116.77211383560316,14.857548722058254
2024-01-15,767.44406523,743.0630196177631,7.052700071285581,17.328345540951318
2024-01-22,784.09624163,742.7324918473837,19.772810325146036,21.590939457470313
2024-01-29,769.8797722,742.3907287208013,24.487648244526014,3.0013952346727137
2024-02-05,710.97109285,742.0362042718945,-24.435719870442885,-6.62939155145159
2024-02-12,751.58956369,741.6659810215498,2.640616669368269,7.282965999081966
2024-02-19,736.25306387,741.2764556820833,-6.1550738461117245,1.1316820340283584
2024-02-26,716.28670788,740.8638733820015,-28.423838861867395,3.846673359865804
2024-03-04,677.78054242,740.4249091502151,-65.05544524693043,2.4110785167152926
2024-03-11,657.01060176,739.956888224291,-84.02975611249077,1.0834696481997526
2024-03-18,686.92919572,739.4572123272851,-148.23329349128892,95.70527688400387
2024-03-25,630.7062133,738.9232274470188,-149.79856764621047,41.581553499191614
2024-04-01,624.94009393,738.3527185729029,-190.95309001255416,77.54046536965132
2024-04-08,567.65773722,737.7443075396667,-191.3198022652754,21.233231945608622
2024-04-15,529.12142152,737.0970496572785,-228.87197626181327,20.896348124534825
2024-04-22,493.87093506,736.4106903054312,-256.71334162615045,14.173586380719257
2024-04-29,484.97161015,735.6852666227477,-324.40009000115924,73.68643352841161
2024-05-06,401.70545025,734.9206551177999,-343.0515828741439,9.83637800634392
2024-05-13,385.2432256,734.1169916160588,-345.18915284936185,-3.684613166696977
2024-05-20,360.2768845,733.2754380178554,-344.6104954437324,-28.388058074123023
2024-05-27,387.51998236,732.3976083121429,-339.9156584065326,-4.961967545610378
2024-06-03,390.16736402,731.485940300662,-337.9774440804677,-3.3411322001943518
2024-06-10,363.58096786,730.543808189428,-378.394562534729,11.431722205301071
2024-06-17,311.37845625,729.5751601177224,-406.36367631899486,-11.8330275487275
2024-06-24,292.09706914,728.5839816499501,-435.07088237945493,-1.416030130495301
2024-07-01,292.42494945,727.5740618296296,-448.4581495364947,13.309037156865088
2024-07-08,253.01141444,726.548560190583,-465.15286789782937,-8.384277852753598
2024-07-15,213.78685291,725.5101056860717,-484.9916108120324,-26.73164196403934
2024-07-22,204.97643319,724.460914037208,-518.0131403106128,-1.4713405365952212
2024-07-29,168.27886211,723.4029521434683,-530.4249009085735,-24.699189124894815
2024-08-05,125.47926107,722.338348140238,-548.934124986948,-47.9249620832901
2024-08-12,144.78654,721.2693774087838,-583.1839420640193,6.70110465523544
2024-08-19,129.41762071,720.198407198586,-590.5810666404049,-0.19971984818107558
2024-08-26,154.69405649,719.1564113808288,-563.1411560718649,-1.3211988189639214
2024-09-02,197.61644169,718.147629944319,-541.9568188528225,21.425630598503517
2024-09-09,353.86978863,717.1670590799941,-363.4547711056566,0.1575006556624885
2024-09-16,479.75532935,716.2080450208887,-208.34127998669302,-28.111435684195612
2024-09-23,510.79032492,715.2647632098104,-199.47654048215088,-4.9978978076595695
2024-09-30,510.68999028,714.332889078779,-204.30642776555504,0.6635289667760844
2024-10-07,577.03240478,713.4094188873208,-137.03349354187597,0.6564794345550808
2024-10-14,635.86438524,712.4923248408136,-77.27758276319047,0.6496431623769467
2024-10-21,697.6546567,711.5802513582728,-14.56858023992768,0.6429855816548979
2024-10-28,808.66738895,710.6722851194351,866.0734012332878,-768.0782974027228
2024-11-04,874.29317094,709.7677962757124,910.6640154221084,-746.1386407578208
2024-11-11,1110.4535655,708.866335168984,1277.3305203672694,-875.7432900362535
2024-11-18,1391.7713086,707.9675663463344,1820.4234194743847,-1136.619677220719
2024-11-25,1538.8987836,707.0712279564291,1880.230482482883,-1048.4029268393122
2024-12-02,1544.0289505,706.1771073860202,1769.8166936474415,-931.9648505334617
2024-12-09,1563.2691472,705.2850268486775,857.3859811661393,0.5981391851830722
2024-12-16,1416.5880256,704.3948347529681,711.6017092328315,0.5914816142004611
2024-12-23,1212.9194105,703.5064002154915,508.82836930238693,0.5846409821215275
2024-12-30,1176.1351486,702.6196103381353,479.9705914311148,-6.45505316925005
2025-01-06,846.61354582,701.7343707241907,152.89871419802384,-8.019539102214594
2025-01-13,725.68093385,700.8506126078223,35.81231963373582,-10.981998391558136
2025-01-20,689.93716106,699.9682946726085,2.78201739760192,-12.813151010210504
2025-01-27,667.45759733,699.0874041469367,-22.345863280472425,-9.283943536464335
2025-02-03,618.00598665,698.2079553487897,-87.6785520798553,7.476583381065552
2025-02-10,647.9291313,697.3299788521,-55.493696728935966,6.092849176836012
2025-02-17,605.94637893,696.4535014371942,-91.02493592930122,0.5178134221071105
2025-02-24,580.09909166,695.578545468932,-114.22632963835409,-1.253124170577962
2025-03-03,524.53283794,694.7051363028158,-169.9289501546063,-0.24334820820945424
2025-03-10,541.10693176,693.8333050917582,-153.21304347359015,0.4866701418318371
2025-03-17,568.84828982,692.9630873996582,-112.8020720026788,-11.31272557697946
2025-03-24,562.15193864,692.0945248150646,-113.35349513993854,-16.58909103512599
2025-03-31,525.93770845,691.2276778469127,-138.4168184551095,-26.87315094180326
2025-04-07,533.44665533,690.3626351500704,-138.11074688745998,-18.805232932610465
2025-04-14,503.04725747,689.4995204161036,-174.52911306677933,-11.923149879324228
2025-04-21,469.99784157,688.6384836697233,-205.86418792427594,-12.776454175447384
2025-04-28,373.62757415,687.779691384138,-289.68781540577544,-24.464301828362522
2025-05-05,379.19578417,686.9233278052485,-310.47027446245863,2.7427308272101527
2025-05-12,378.94365783,686.0695986648742,-313.391609652212,6.265668817337769
2025-05-19,377.6906912,685.2187032453172,-319.4684668986314,11.940454853314236
2025-05-26,387.00178778,684.3708217569196,-306.61788949191885,9.248855514999264
2025-06-02,381.53165607,683.5261092254494,-308.1042041309872,6.10975097553785
2025-06-09,325.78893608,682.6846985461907,-351.9779270733213,-4.917835392869392
2025-06-16,308.11008408,681.8467088904587,-386.71255420343385,12.975929392975218
2025-06-23,260.0521126,681.0122549560533,-431.0180399338541,10.057897577800759
2025-06-30,217.25208138,680.1814294764355,-461.41276904765,-1.516579048785502
2025-07-07,231.66226913,679.3543055024858,-462.5945402583457,14.902503885859915
2025-07-14,222.10242588,678.5309472411564,-480.44256909082304,24.014047729666686
2025-07-21,174.17848806,677.7113903465608,-508.15390168822796,4.620999401667177
2025-07-28,177.68487066,676.8956326291516,-514.1322090412813,14.921447072129695
2025-08-04,143.00168634,676.0836528053176,-556.2174180504232,23.13545158510567
